gkz;jahr;haushaltskonto-hinweis;haushaltskonto-hinweis-name;haushaltskonto-ansatz;ansatzbezeichnung;haushaltskonto-post;kontenbezeichnung;soll-rj
32135;2018;1;"ordentliche Ausgaben";815;"Park- und Gartenanlagen, Kinderspielplätze";729;"Sonstige Ausgaben";49448,67
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";234757,88
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";22139,92
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";560;Reisegebühren;631,70
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";565;Mehrleistungsvergütungen;3889,57
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";569;"Sonstige Nebengebühren";39,00
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1030,92
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";5196,26
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";116,99
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";600;Strom;174328,68
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";613;"Instandhaltung von sonstigen Grundstückseinrichtungen";139581,86
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";617;"Instandhaltung von Fahrzeugen";6609,96
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";631;Telekommunikationsdienste;488,75
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";650;"Zinsen für Finanzschulden - Inland";20094,86
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";670;Versicherungen;389,47
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";30638,85
32135;2018;1;"ordentliche Ausgaben";816;"Öffentliche Beleuchtung und öffentliche Uhren";728;"Entgelte für sonstige Leistungen";53854,70
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";043;Betriebsausstattung;416,77
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";29530,30
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";708,95
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";402;"Materialien für innerbetriebliche Leistungen";278,45
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";28164,95
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";560;Reisegebühren;269,42
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";565;Mehrleistungsvergütungen;4105,38
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";569;"Sonstige Nebengebühren";220,98
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1266,95
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";6710,46
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";600;Strom;3095,44
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";610;"Instandhaltung von Grund und Boden";9495,63
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";614;"Instandhaltung von Gebäuden";1318,73
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";616;"Instandhaltung von Maschinen und maschinellen Anlagen";478,39
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";617;"Instandhaltung von Fahrzeugen";7072,26
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";631;Telekommunikationsdienste;261,11
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";650;"Zinsen für Finanzschulden - Inland";3639,09
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";670;Versicherungen;1458,45
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";8495,42
32135;2018;1;"ordentliche Ausgaben";817;"Friedhöfe (einschließlich Einsegnungshallen und Krematorien)";728;"Entgelte für sonstige Leistungen";212289,18
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;010;Gebäude;16042,82
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;020;"Maschinen und maschinelle Anlagen";1957,27
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;040;Fahrzeuge;189727,38
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;043;Betriebsausstattung;11277,54
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";18470,46
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";22670,00
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;402;"Materialien für innerbetriebliche Leistungen";4856,71
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;452;Treibstoffe;82414,07
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;454;Reinigungsmittel;951,74
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;456;"Schreib-, Zeichen- und sonstige Büromittel";2229,25
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;459;"Sonstige Verbrauchsgüter";1526,33
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";112429,16
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";2177822,35
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";23266,14
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";216875,02
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;560;Reisegebühren;28359,91
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;565;Mehrleistungsvergütungen;220055,76
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;566;"Zuwendung aus Anlass von Dienstjubiläen";5340,20
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;569;"Sonstige Nebengebühren";97242,84
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";100139,08
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";563924,70
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";24948,70
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;600;Strom;6394,30
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;601;Gas;6626,54
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;614;"Instandhaltung von Gebäuden";4003,62
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;616;"Instandhaltung von Maschinen und maschinellen Anlagen";1907,16
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;617;"Instandhaltung von Fahrzeugen";125093,15
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;618;"Instandhaltung von sonstigen Anlagen";1636,93
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;631;Telekommunikationsdienste;6395,09
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;650;"Zinsen für Finanzschulden - Inland";1233,82
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;670;Versicherungen;38449,96
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;700;Mietzinse;15359,15
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";16243,41
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;728;"Entgelte für sonstige Leistungen";45998,76
32135;2018;1;"ordentliche Ausgaben";820;Wirtschaftshöfe;729;"Sonstige Ausgaben";38329,36
32135;2018;1;"ordentliche Ausgaben";828;"Sonstige Märkte";600;Strom;386,60
32135;2018;1;"ordentliche Ausgaben";828;"Sonstige Märkte";617;"Instandhaltung von Fahrzeugen";258,94
32135;2018;1;"ordentliche Ausgaben";828;"Sonstige Märkte";728;"Entgelte für sonstige Leistungen";2485,01
32135;2018;1;"ordentliche Ausgaben";828;"Sonstige Märkte";729;"Sonstige Ausgaben";2530,64
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;010;Gebäude;10289,66
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;043;Betriebsausstattung;5631,89
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;050;Sonderanlagen;331,30
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";3393,09
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;454;Reinigungsmittel;392,40
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;459;"Sonstige Verbrauchsgüter";38,32
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";52540,78
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";27136,56
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";51176,89
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;560;Reisegebühren;541,38
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;565;Mehrleistungsvergütungen;17239,56
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;569;"Sonstige Nebengebühren";11047,41
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";6671,87
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";31168,04
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";1413,00
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;600;Strom;2034,85
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;610;"Instandhaltung von Grund und Boden";22222,58
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;614;"Instandhaltung von Gebäuden";827,54
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;617;"Instandhaltung von Fahrzeugen";13735,96
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;630;Postdienste;800,00
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;631;Telekommunikationsdienste;765,02
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;657;Geldverkehrsspesen;667,80
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;670;Versicherungen;2890,78
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";18164,76
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;728;"Entgelte für sonstige Leistungen";114831,44
32135;2018;1;"ordentliche Ausgaben";831;Freibäder;729;"Sonstige Ausgaben";46094,50
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;043;Betriebsausstattung;6754,82
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";47701,86
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";20147,69
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;454;Reinigungsmittel;1962,98
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;455;"Chemische und sonstige artverwandte Mittel";12835,61
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;459;"Sonstige Verbrauchsgüter";415,69
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";98698,22
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";136760,84
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";7322,49
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;560;Reisegebühren;1256,19
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;565;Mehrleistungsvergütungen;34583,27
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;569;"Sonstige Nebengebühren";21506,23
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";12301,49
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";57760,37
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";1575,40
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;600;Strom;59196,95
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;601;Gas;77010,05
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;614;"Instandhaltung von Gebäuden";62398,41
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;616;"Instandhaltung von Maschinen und maschinellen Anlagen";56793,82
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;617;"Instandhaltung von Fahrzeugen";2404,47
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;618;"Instandhaltung von sonstigen Anlagen";5848,14
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;631;Telekommunikationsdienste;2608,57
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;650;"Zinsen für Finanzschulden - Inland";4358,45
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;657;Geldverkehrsspesen;667,80
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;670;Versicherungen;12615,46
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";50095,61
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;728;"Entgelte für sonstige Leistungen";245932,80
32135;2018;1;"ordentliche Ausgaben";833;Hallenbäder;729;"Sonstige Ausgaben";9140,41
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";043;Betriebsausstattung;32,24
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";331,93
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";523;"Geldbezüge der nicht ganzjährig beschäftigter Arbeiter";24120,99
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";565;Mehrleistungsvergütungen;2684,54
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";569;"Sonstige Nebengebühren";2903,38
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1277,43
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";5923,70
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";381,79
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";610;"Instandhaltung von Grund und Boden";34886,28
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";614;"Instandhaltung von Gebäuden";3077,19
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";616;"Instandhaltung von Maschinen und maschinellen Anlagen";8655,83
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";617;"Instandhaltung von Fahrzeugen";658,75
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";631;Telekommunikationsdienste;41,67
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";991,30
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";728;"Entgelte für sonstige Leistungen";58613,94
32135;2018;1;"ordentliche Ausgaben";839;"Sonstige Betriebe und betriebsähnliche Einrichtungen";729;"Sonstige Ausgaben";90642,42
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;001;"Unbebaute Grundstücke";6301,44
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";1059260,00
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;403;Handelswaren;60192,71
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;457;Druckwerke;96,00
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";97046,39
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;560;Reisegebühren;193,12
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;565;Mehrleistungsvergütungen;23039,60
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;569;"Sonstige Nebengebühren";1195,56
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";4730,11
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";23154,15
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";829,04
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;610;"Instandhaltung von Grund und Boden";105500,82
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;617;"Instandhaltung von Fahrzeugen";10856,00
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;631;Telekommunikationsdienste;503,85
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;650;"Zinsen für Finanzschulden - Inland";6006,25
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;690;Schadensfälle;3894,14
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;701;Pachtzinse;65124,24
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";29977,61
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;728;"Entgelte für sonstige Leistungen";56841,10
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;729;"Sonstige Ausgaben";23512,50
32135;2018;1;"ordentliche Ausgaben";840;Grundbesitz;764;Entschädigungen;1700,00
32135;2018;1;"ordentliche Ausgaben";846;"Wohn- und Geschäftsgebäude";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";1970,62
32135;2018;1;"ordentliche Ausgaben";846;"Wohn- und Geschäftsgebäude";650;"Zinsen für Finanzschulden - Inland";91,72
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";004;"Wasser- und Kanalisationsbauten";50004,48
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";020;"Maschinen und maschinelle Anlagen";32884,53
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";298;Rücklagen;241700,74
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";340;"Investitionsdarlehen von Bund, Bundesfonds und Bundeskammern";32221,79
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";431017,29
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";291,67
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";452;Treibstoffe;9713,46
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";454;Reinigungsmittel;41,62
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";457;Druckwerke;176,00
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";25378,16
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";560;Reisegebühren;607,00
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";565;Mehrleistungsvergütungen;12480,37
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";566;"Zuwendung aus Anlass von Dienstjubiläen";1665,26
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";569;"Sonstige Nebengebühren";849,81
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";1634,82
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";5374,52
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";582;"Leistungen aus der Selbstträgerschaft (soweit gesondert ausgewiesen)";213,20
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";600;Strom;109419,46
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";610;"Instandhaltung von Grund und Boden";11445,79
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";612;"Instandhaltung von Wasser- und Kanalisationsanlagen";254653,08
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";614;"Instandhaltung von Gebäuden";19686,04
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";616;"Instandhaltung von Maschinen und maschinellen Anlagen";18767,05
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";617;"Instandhaltung von Fahrzeugen";11802,77
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";618;"Instandhaltung von sonstigen Anlagen";487,59
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";630;Postdienste;4000,00
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";631;Telekommunikationsdienste;4441,23
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";641;Prüfungskosten;52489,39
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";650;"Zinsen für Finanzschulden - Inland";52504,17
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";670;Versicherungen;8543,53
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";592911,07
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";728;"Entgelte für sonstige Leistungen";244947,15
32135;2018;1;"ordentliche Ausgaben";850;"Betriebe der Wasserversorgung";910;"Verrechnung zwischen ordentlichem und außerordentlichem Haushalt (Zuführungen bzw. Rückführeungen)";81506,00
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";004;"Wasser- und Kanalisationsbauten";231489,87
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";020;"Maschinen und maschinelle Anlagen";148844,44
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";298;Rücklagen;568317,42
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";340;"Investitionsdarlehen von Bund, Bundesfonds und Bundeskammern";153339,65
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";830545,94
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";452;Treibstoffe;141,40
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";454;Reinigungsmittel;528,15
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";455;"Chemische und sonstige artverwandte Mittel";24853,32
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";457;Druckwerke;176,00
32135;2018;1;"ordentliche Ausgaben";851;"Betriebe der Abwasserbeseitigung";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";90529,30
